﻿wkt_geom,time,altitude,latitude,longitude,productivity
Point (-122.02079770000000281 36.93751144000000153),1/16/15,0,36.93751144,-122.0207977,1404.4648
Point (-121.97920229999999719 36.93751144000000153),1/16/15,0,36.93751144,-121.9792023,986.2042
Point (-121.9375 36.93751144000000153),1/16/15,0,36.93751144,-121.9375,986.2042
Point (-121.89579770000000281 36.93751144000000153),1/16/15,0,36.93751144,-121.8957977,nan
Point (-121.85420229999999719 36.93751144000000153),1/16/15,0,36.93751144,-121.8542023,nan
Point (-121.8125 36.93751144000000153),1/16/15,0,36.93751144,-121.8125,nan
Point (-121.77079770000000281 36.93751144000000153),1/16/15,0,36.93751144,-121.7707977,nan
Point (-121.72920229999999719 36.93751144000000153),1/16/15,0,36.93751144,-121.7292023,nan
Point (-122.4375 36.89583969000000252),1/16/15,0,36.89583969,-122.4375,981.9385
Point (-122.35420229999999719 36.89583969000000252),1/16/15,0,36.89583969,-122.3542023,954.7484
Point (-122.3125 36.89583969000000252),1/16/15,0,36.89583969,-122.3125,1075.501
Point (-122.27079770000000281 36.89583969000000252),1/16/15,0,36.89583969,-122.2707977,1258.2638
Point (-122.22920229999999719 36.89583969000000252),1/16/15,0,36.89583969,-122.2292023,1258.2638
Point (-122.1875 36.89583969000000252),1/16/15,0,36.89583969,-122.1875,1622.5157
Point (-122.14579770000000281 36.89583969000000252),1/16/15,0,36.89583969,-122.1457977,1144.3538
Point (-122.10420229999999719 36.89583969000000252),1/16/15,0,36.89583969,-122.1042023,1234.6726
Point (-122.0625 36.89583969000000252),1/16/15,0,36.89583969,-122.0625,1259.5907
Point (-122.02079770000000281 36.89583969000000252),1/16/15,0,36.89583969,-122.0207977,1259.5907
Point (-121.97920229999999719 36.89583969000000252),1/16/15,0,36.89583969,-121.9792023,1500.3467
Point (-121.9375 36.89583969000000252),1/16/15,0,36.89583969,-121.9375,1292.3213
Point (-121.89579770000000281 36.89583969000000252),1/16/15,0,36.89583969,-121.8957977,nan
Point (-121.85420229999999719 36.89583969000000252),1/16/15,0,36.89583969,-121.8542023,nan
Point (-121.8125 36.89583969000000252),1/16/15,0,36.89583969,-121.8125,nan
Point (-121.77079770000000281 36.89583969000000252),1/16/15,0,36.89583969,-121.7707977,nan
Point (-121.72920229999999719 36.89583969000000252),1/16/15,0,36.89583969,-121.7292023,nan
Point (-121.6875 36.89583969000000252),1/16/15,0,36.89583969,-121.6875,nan
Point (-122.35420229999999719 36.85417174999999901),1/16/15,0,36.85417175,-122.3542023,961.6093
Point (-122.22920229999999719 36.85417174999999901),1/16/15,0,36.85417175,-122.2292023,1046.3687
Point (-122.1875 36.85417174999999901),1/16/15,0,36.85417175,-122.1875,1146.2375
Point (-122.14579770000000281 36.85417174999999901),1/16/15,0,36.85417175,-122.1457977,1126.3217
Point (-122.10420229999999719 36.85417174999999901),1/16/15,0,36.85417175,-122.1042023,1092.3558
Point (-122.0625 36.85417174999999901),1/16/15,0,36.85417175,-122.0625,1092.3558
Point (-122.02079770000000281 36.85417174999999901),1/16/15,0,36.85417175,-122.0207977,1231.7032
Point (-121.97920229999999719 36.85417174999999901),1/16/15,0,36.85417175,-121.9792023,1299.1006
Point (-121.9375 36.85417174999999901),1/16/15,0,36.85417175,-121.9375,1275.121
Point (-121.89579770000000281 36.85417174999999901),1/16/15,0,36.85417175,-121.8957977,nan
Point (-121.85420229999999719 36.85417174999999901),1/16/15,0,36.85417175,-121.8542023,nan
Point (-121.8125 36.85417174999999901),1/16/15,0,36.85417175,-121.8125,nan
Point (-121.77079770000000281 36.85417174999999901),1/16/15,0,36.85417175,-121.7707977,nan
Point (-121.72920229999999719 36.85417174999999901),1/16/15,0,36.85417175,-121.7292023,nan
Point (-121.6875 36.85417174999999901),1/16/15,0,36.85417175,-121.6875,nan
Point (-122.22920229999999719 36.81251144000000153),1/16/15,0,36.81251144,-122.2292023,981.33246
Point (-122.1875 36.81251144000000153),1/16/15,0,36.81251144,-122.1875,1084.6404
Point (-122.14579770000000281 36.81251144000000153),1/16/15,0,36.81251144,-122.1457977,1094.3442
Point (-122.10420229999999719 36.81251144000000153),1/16/15,0,36.81251144,-122.1042023,1094.3442
Point (-122.0625 36.81251144000000153),1/16/15,0,36.81251144,-122.0625,1193.6499
Point (-122.02079770000000281 36.81251144000000153),1/16/15,0,36.81251144,-122.0207977,1221.8651
Point (-121.97920229999999719 36.81251144000000153),1/16/15,0,36.81251144,-121.9792023,1397.6248
Point (-121.9375 36.81251144000000153),1/16/15,0,36.81251144,-121.9375,1306.987
Point (-121.89579770000000281 36.81251144000000153),1/16/15,0,36.81251144,-121.8957977,1306.987
Point (-121.85420229999999719 36.81251144000000153),1/16/15,0,36.81251144,-121.8542023,nan
Point (-121.8125 36.81251144000000153),1/16/15,0,36.81251144,-121.8125,nan
Point (-121.77079770000000281 36.81251144000000153),1/16/15,0,36.81251144,-121.7707977,nan
Point (-121.72920229999999719 36.81251144000000153),1/16/15,0,36.81251144,-121.7292023,nan
Point (-121.6875 36.81251144000000153),1/16/15,0,36.81251144,-121.6875,nan
Point (-121.64579770000000281 36.81251144000000153),1/16/15,0,36.81251144,-121.6457977,nan
Point (-122.27079770000000281 36.77083969000000252),1/16/15,0,36.77083969,-122.2707977,972.7269
Point (-122.22920229999999719 36.77083969000000252),1/16/15,0,36.77083969,-122.2292023,1009.1128
Point (-122.1875 36.77083969000000252),1/16/15,0,36.77083969,-122.1875,1009.1128
Point (-122.10420229999999719 36.77083969000000252),1/16/15,0,36.77083969,-122.1042023,1111.1879
Point (-122.0625 36.77083969000000252),1/16/15,0,36.77083969,-122.0625,1277.2347
Point (-122.02079770000000281 36.77083969000000252),1/16/15,0,36.77083969,-122.0207977,1277.8047
Point (-121.97920229999999719 36.77083969000000252),1/16/15,0,36.77083969,-121.9792023,1277.8047
Point (-121.9375 36.77083969000000252),1/16/15,0,36.77083969,-121.9375,1417.1069
Point (-121.89579770000000281 36.77083969000000252),1/16/15,0,36.77083969,-121.8957977,927.838
Point (-121.85420229999999719 36.77083969000000252),1/16/15,0,36.77083969,-121.8542023,nan
Point (-121.8125 36.77083969000000252),1/16/15,0,36.77083969,-121.8125,nan
Point (-121.77079770000000281 36.77083969000000252),1/16/15,0,36.77083969,-121.7707977,nan
Point (-121.72920229999999719 36.77083969000000252),1/16/15,0,36.77083969,-121.7292023,nan
Point (-121.6875 36.77083969000000252),1/16/15,0,36.77083969,-121.6875,nan
Point (-121.64579770000000281 36.77083969000000252),1/16/15,0,36.77083969,-121.6457977,nan
Point (-122.1875 36.72917174999999901),1/16/15,0,36.72917175,-122.1875,1030.006
Point (-122.0625 36.72917174999999901),1/16/15,0,36.72917175,-122.0625,1221.2947
Point (-121.97920229999999719 36.72917174999999901),1/16/15,0,36.72917175,-121.9792023,1279.6116
Point (-121.9375 36.72917174999999901),1/16/15,0,36.72917175,-121.9375,1394.0933
Point (-121.89579770000000281 36.72917174999999901),1/16/15,0,36.72917175,-121.8957977,891.6826
Point (-121.85420229999999719 36.72917174999999901),1/16/15,0,36.72917175,-121.8542023,nan
Point (-121.8125 36.72917174999999901),1/16/15,0,36.72917175,-121.8125,nan
Point (-121.77079770000000281 36.72917174999999901),1/16/15,0,36.72917175,-121.7707977,nan
Point (-121.72920229999999719 36.72917174999999901),1/16/15,0,36.72917175,-121.7292023,nan
Point (-121.6875 36.72917174999999901),1/16/15,0,36.72917175,-121.6875,nan
Point (-121.64579770000000281 36.72917174999999901),1/16/15,0,36.72917175,-121.6457977,nan
Point (-122.02079770000000281 36.68751144000000153),1/16/15,0,36.68751144,-122.0207977,1460.9475
Point (-121.97920229999999719 36.68751144000000153),1/16/15,0,36.68751144,-121.9792023,1364.2217
Point (-121.9375 36.68751144000000153),1/16/15,0,36.68751144,-121.9375,1307.4146
Point (-121.89579770000000281 36.68751144000000153),1/16/15,0,36.68751144,-121.8957977,894.57227
Point (-121.85420229999999719 36.68751144000000153),1/16/15,0,36.68751144,-121.8542023,894.57227
Point (-121.8125 36.68751144000000153),1/16/15,0,36.68751144,-121.8125,nan
Point (-121.77079770000000281 36.68751144000000153),1/16/15,0,36.68751144,-121.7707977,nan
Point (-121.72920229999999719 36.68751144000000153),1/16/15,0,36.68751144,-121.7292023,nan
Point (-121.6875 36.68751144000000153),1/16/15,0,36.68751144,-121.6875,nan
Point (-121.64579770000000281 36.68751144000000153),1/16/15,0,36.68751144,-121.6457977,nan
Point (-122.02079770000000281 36.64583969000000252),1/16/15,0,36.64583969,-122.0207977,1549.503
Point (-121.97920229999999719 36.64583969000000252),1/16/15,0,36.64583969,-121.9792023,1036.2705
Point (-121.9375 36.64583969000000252),1/16/15,0,36.64583969,-121.9375,1036.2705
Point (-121.89579770000000281 36.64583969000000252),1/16/15,0,36.64583969,-121.8957977,1081.9373
Point (-121.85420229999999719 36.64583969000000252),1/16/15,0,36.64583969,-121.8542023,nan
Point (-121.8125 36.64583969000000252),1/16/15,0,36.64583969,-121.8125,nan
Point (-121.77079770000000281 36.64583969000000252),1/16/15,0,36.64583969,-121.7707977,nan
Point (-121.72920229999999719 36.64583969000000252),1/16/15,0,36.64583969,-121.7292023,nan
Point (-121.6875 36.64583969000000252),1/16/15,0,36.64583969,-121.6875,nan
Point (-121.64579770000000281 36.64583969000000252),1/16/15,0,36.64583969,-121.6457977,nan
Point (-122.02079770000000281 36.60417174999999901),1/16/15,0,36.60417175,-122.0207977,nan
Point (-121.97920229999999719 36.60417174999999901),1/16/15,0,36.60417175,-121.9792023,nan
Point (-121.9375 36.60417174999999901),1/16/15,0,36.60417175,-121.9375,nan
Point (-121.89579770000000281 36.60417174999999901),1/16/15,0,36.60417175,-121.8957977,nan
Point (-121.85420229999999719 36.60417174999999901),1/16/15,0,36.60417175,-121.8542023,nan
Point (-121.8125 36.60417174999999901),1/16/15,0,36.60417175,-121.8125,nan
Point (-121.77079770000000281 36.60417174999999901),1/16/15,0,36.60417175,-121.7707977,nan
Point (-121.72920229999999719 36.60417174999999901),1/16/15,0,36.60417175,-121.7292023,nan
Point (-121.6875 36.60417174999999901),1/16/15,0,36.60417175,-121.6875,nan
Point (-122.0625 36.56251144000000153),1/16/15,0,36.56251144,-122.0625,1030.7771
Point (-122.02079770000000281 36.56251144000000153),1/16/15,0,36.56251144,-122.0207977,1030.7771
Point (-121.97920229999999719 36.56251144000000153),1/16/15,0,36.56251144,-121.9792023,nan
Point (-121.9375 36.56251144000000153),1/16/15,0,36.56251144,-121.9375,nan
Point (-121.89579770000000281 36.56251144000000153),1/16/15,0,36.56251144,-121.8957977,nan
Point (-121.85420229999999719 36.56251144000000153),1/16/15,0,36.56251144,-121.8542023,nan
Point (-121.8125 36.56251144000000153),1/16/15,0,36.56251144,-121.8125,nan
Point (-121.77079770000000281 36.56251144000000153),1/16/15,0,36.56251144,-121.7707977,nan
Point (-121.72920229999999719 36.56251144000000153),1/16/15,0,36.56251144,-121.7292023,nan
Point (-121.6875 36.56251144000000153),1/16/15,0,36.56251144,-121.6875,nan
Point (-122.0625 36.52083969000000252),1/16/15,0,36.52083969,-122.0625,1004.1396
Point (-122.02079770000000281 36.52083969000000252),1/16/15,0,36.52083969,-122.0207977,1140.6829
Point (-121.97920229999999719 36.52083969000000252),1/16/15,0,36.52083969,-121.9792023,nan
Point (-121.9375 36.52083969000000252),1/16/15,0,36.52083969,-121.9375,nan
Point (-121.89579770000000281 36.52083969000000252),1/16/15,0,36.52083969,-121.8957977,nan
Point (-121.85420229999999719 36.52083969000000252),1/16/15,0,36.52083969,-121.8542023,nan
Point (-121.8125 36.52083969000000252),1/16/15,0,36.52083969,-121.8125,nan
Point (-121.77079770000000281 36.52083969000000252),1/16/15,0,36.52083969,-121.7707977,nan
Point (-121.72920229999999719 36.52083969000000252),1/16/15,0,36.52083969,-121.7292023,nan
Point (-121.6875 36.52083969000000252),1/16/15,0,36.52083969,-121.6875,nan
Point (-122.10420229999999719 36.47917174999999901),1/16/15,0,36.47917175,-122.1042023,1085.463
Point (-122.0625 36.47917174999999901),1/16/15,0,36.47917175,-122.0625,1095.1091
Point (-122.02079770000000281 36.47917174999999901),1/16/15,0,36.47917175,-122.0207977,1244.4036
Point (-121.97920229999999719 36.47917174999999901),1/16/15,0,36.47917175,-121.9792023,nan
Point (-121.9375 36.47917174999999901),1/16/15,0,36.47917175,-121.9375,nan
Point (-121.89579770000000281 36.47917174999999901),1/16/15,0,36.47917175,-121.8957977,nan
Point (-121.85420229999999719 36.47917174999999901),1/16/15,0,36.47917175,-121.8542023,nan
Point (-121.8125 36.47917174999999901),1/16/15,0,36.47917175,-121.8125,nan
Point (-121.77079770000000281 36.47917174999999901),1/16/15,0,36.47917175,-121.7707977,nan
Point (-121.72920229999999719 36.47917174999999901),1/16/15,0,36.47917175,-121.7292023,nan
Point (-122.14579770000000281 36.43751144000000153),1/16/15,0,36.43751144,-122.1457977,1178.8925
Point (-122.10420229999999719 36.43751144000000153),1/16/15,0,36.43751144,-122.1042023,1339.808
Point (-122.0625 36.43751144000000153),1/16/15,0,36.43751144,-122.0625,1250.9642
Point (-122.02079770000000281 36.43751144000000153),1/16/15,0,36.43751144,-122.0207977,1913.3848
Point (-121.97920229999999719 36.43751144000000153),1/16/15,0,36.43751144,-121.9792023,1913.3848
Point (-121.9375 36.43751144000000153),1/16/15,0,36.43751144,-121.9375,nan
Point (-121.89579770000000281 36.43751144000000153),1/16/15,0,36.43751144,-121.8957977,nan
Point (-121.85420229999999719 36.43751144000000153),1/16/15,0,36.43751144,-121.8542023,nan
Point (-121.8125 36.43751144000000153),1/16/15,0,36.43751144,-121.8125,nan
Point (-121.77079770000000281 36.43751144000000153),1/16/15,0,36.43751144,-121.7707977,nan
Point (-122.3125 36.39583969000000252),1/16/15,0,36.39583969,-122.3125,1179.3536
Point (-122.1875 36.39583969000000252),1/16/15,0,36.39583969,-122.1875,1244.5275
Point (-122.14579770000000281 36.39583969000000252),1/16/15,0,36.39583969,-122.1457977,1287.152
Point (-122.10420229999999719 36.39583969000000252),1/16/15,0,36.39583969,-122.1042023,1145.4219
Point (-122.0625 36.39583969000000252),1/16/15,0,36.39583969,-122.0625,1145.4219
Point (-122.02079770000000281 36.39583969000000252),1/16/15,0,36.39583969,-122.0207977,1469.7941
Point (-121.97920229999999719 36.39583969000000252),1/16/15,0,36.39583969,-121.9792023,nan
Point (-121.9375 36.39583969000000252),1/16/15,0,36.39583969,-121.9375,nan
Point (-121.89579770000000281 36.39583969000000252),1/16/15,0,36.39583969,-121.8957977,nan
Point (-121.85420229999999719 36.39583969000000252),1/16/15,0,36.39583969,-121.8542023,nan
Point (-121.8125 36.39583969000000252),1/16/15,0,36.39583969,-121.8125,nan
Point (-122.3125 36.35417174999999901),1/16/15,0,36.35417175,-122.3125,1228.2142
Point (-122.1875 36.35417174999999901),1/16/15,0,36.35417175,-122.1875,1079.3802
Point (-122.14579770000000281 36.35417174999999901),1/16/15,0,36.35417175,-122.1457977,1247.759
Point (-122.10420229999999719 36.35417174999999901),1/16/15,0,36.35417175,-122.1042023,1247.759
Point (-122.0625 36.35417174999999901),1/16/15,0,36.35417175,-122.0625,1632.2682
Point (-122.02079770000000281 36.35417174999999901),1/16/15,0,36.35417175,-122.0207977,1957.4242
Point (-121.97920229999999719 36.35417174999999901),1/16/15,0,36.35417175,-121.9792023,2426.1614
Point (-121.9375 36.35417174999999901),1/16/15,0,36.35417175,-121.9375,nan
Point (-121.89579770000000281 36.35417174999999901),1/16/15,0,36.35417175,-121.8957977,nan
Point (-121.85420229999999719 36.35417174999999901),1/16/15,0,36.35417175,-121.8542023,nan
Point (-122.3125 36.31251144000000153),1/16/15,0,36.31251144,-122.3125,1029.606
Point (-122.27079770000000281 36.31251144000000153),1/16/15,0,36.31251144,-122.2707977,1053.4838
Point (-122.22920229999999719 36.31251144000000153),1/16/15,0,36.31251144,-122.2292023,1178.8246
Point (-122.1875 36.31251144000000153),1/16/15,0,36.31251144,-122.1875,1178.8246
Point (-122.14579770000000281 36.31251144000000153),1/16/15,0,36.31251144,-122.1457977,1230.343
Point (-122.10420229999999719 36.31251144000000153),1/16/15,0,36.31251144,-122.1042023,1378.0898
Point (-122.0625 36.31251144000000153),1/16/15,0,36.31251144,-122.0625,1459.9595
Point (-122.02079770000000281 36.31251144000000153),1/16/15,0,36.31251144,-122.0207977,1826.2661
Point (-121.97920229999999719 36.31251144000000153),1/16/15,0,36.31251144,-121.9792023,1514.8838
Point (-121.9375 36.31251144000000153),1/16/15,0,36.31251144,-121.9375,1514.8838
Point (-122.27079770000000281 36.27083969000000252),1/16/15,0,36.27083969,-122.2707977,1209.5159
Point (-122.22920229999999719 36.27083969000000252),1/16/15,0,36.27083969,-122.2292023,1209.5159
Point (-122.1875 36.27083969000000252),1/16/15,0,36.27083969,-122.1875,1279.178
Point (-122.14579770000000281 36.27083969000000252),1/16/15,0,36.27083969,-122.1457977,1407.5946
Point (-122.10420229999999719 36.27083969000000252),1/16/15,0,36.27083969,-122.1042023,1638.1031
Point (-123.5625 38.22917937999999793),1/16/16,0,38.22917938,-123.5625,737.3921
Point (-123.52079770000000281 38.22917937999999793),1/16/16,0,38.22917938,-123.5207977,749.4309
Point (-123.47920229999999719 38.22917937999999793),1/16/16,0,38.22917938,-123.4792023,698.6357
Point (-123.4375 38.22917937999999793),1/16/16,0,38.22917938,-123.4375,698.6357
Point (-123.39579770000000281 38.22917937999999793),1/16/16,0,38.22917938,-123.3957977,830.2746
Point (-123.35420229999999719 38.22917937999999793),1/16/16,0,38.22917938,-123.3542023,958.3442
Point (-123.3125 38.22917937999999793),1/16/16,0,38.22917938,-123.3125,2875.9678
Point (-123.27079770000000281 38.22917937999999793),1/16/16,0,38.22917938,-123.2707977,2875.9678
Point (-123.22920229999999719 38.22917937999999793),1/16/16,0,38.22917938,-123.2292023,1214.1392
Point (-123.5625 38.18751144000000153),1/16/16,0,38.18751144,-123.5625,764.12146
